t,x_ref,y_ref,yaw_ref,v_ref,w_left,w_right
0,8.2680047999999999,23.032821599999998,1.5707963267948966,3.3771840000000002,1.8500000000000001,1.8500000000000001
0.10000000000000001,8.2680047999999999,23.337926400000001,1.5707963267948966,3.3771840000000002,1.8500000000000001,1.8500000000000001
0.20000000000000001,8.2680047999999999,23.642421599999999,1.5687963294615548,3.3771840000000002,1.8500000000000001,1.8500000000000001
0.30000000000000004,8.2683096000000003,23.794821599999999,1.4062963680696778,3.3771840000000002,1.8500000000000001,1.8500000000000001
0.40000000000000002,8.4200999999999997,24.709221599999999,1.6975638618962563,3.3771840000000002,1.8500000000000001,1.8500000000000001
0.5,8.4082127999999994,24.802490400000003,1.5402639461087082,3.3771840000000002,1.8500000000000001,1.8500000000000001
0.60000000000000009,8.4176616000000006,25.111862400000003,1.6164925319738899,2.9169360000000002,1.8500000000000001,1.8500000000000001
0.70000000000000007,8.4060792000000006,25.3651512,1.6530746107528824,3.0236160000000005,1.8500000000000001,1.8500000000000001
0.80000000000000004,8.3795616000000006,25.686715200000002,1.6202940667430659,3.4015680000000001,1.8500000000000001,1.8500000000000001
0.90000000000000002,8.3615784000000009,26.049732000000002,1.5786639850684328,3.6545520000000002,1.8500000000000001,1.8500000000000001
1,8.3585303999999994,26.437132800000004,1.562114619111834,3.7947600000000001,1.8500000000000001,1.8500000000000001
1.1000000000000001,8.3618832000000012,26.823314400000001,1.5707963267948966,3.8191440000000001,1.8500000000000001,1.8500000000000001
1.2000000000000002,8.3618832000000012,27.204619200000003,1.5699969664535673,3.8130480000000002,1.8500000000000001,1.8500000000000001
1.3,8.3621879999999997,27.585923999999999,1.5715982512420772,3.8039040000000002,1.8500000000000001,1.8500000000000001
1.4000000000000001,8.3618832000000012,27.9660096,1.5699833188439472,3.7978080000000003,1.8500000000000001,1.8500000000000001
1.5,8.3621879999999997,28.3409136,1.5707963267948966,3.8282880000000001,1.8500000000000001,1.8500000000000001
1.6000000000000001,8.3621879999999997,28.717646400000003,1.5684939517380505,3.9654480000000003,1.8500000000000001,1.8500000000000001
1.7000000000000002,8.3631024000000007,29.114800800000001,1.5666754710002144,4.2336720000000012,1.8500000000000001,1.8500000000000001
1.8,8.3649312000000009,29.558589600000001,1.574620399932501,4.6085760000000002,1.8500000000000001,1.8500000000000001
1.9000000000000001,8.3631024000000007,30.036820800000005,1.5719577664584898,4.9865280000000007,1.8500000000000001,1.8500000000000001
2,8.3624928000000001,30.561686400000003,1.5707963267948966,5.2547519999999999,1.8500000000000001,1.8500000000000001
2.1000000000000001,8.3624928000000001,31.106973600000003,1.5707963267948966,5.3919120000000005,1.8500000000000001,1.8500000000000001
2.2000000000000002,8.3624928000000001,31.6546992,1.5707963267948966,5.4193440000000006,1.8500000000000001,1.8500000000000001
2.3000000000000003,8.3624928000000001,32.196024000000001,1.5707963267948966,5.4010559999999996,1.8500000000000001,1.8500000000000001
2.4000000000000004,8.3624928000000001,32.733995999999998,1.5702294334315869,5.3888639999999999,1.8500000000000001,1.8500000000000001
