index,s,x_center,y_center,width_left,width_right
0,0,9.4407852475304832,6.0836032822663864,1.4492193801681803,1.4250225805623704
1,0.12093976441366869,9.3217081449702235,6.1047473183590313,1.44303722129497,1.4169368423758166
2,0.2401996442123138,9.2041138713025461,6.1246094866736609,1.4367913343386214,1.411586964002252
3,0.35784622011153389,9.0879503012105065,6.1432304910580315,1.4305712686372627,1.4076672016393341
4,0.47394561594956308,8.9731653093771566,6.1606510353598951,1.4244698768841373,1.4056581347430608
5,0.5885634735284796,8.8597067704855537,6.1769118234270035,1.4190206873281948,1.4049429499559958
6,0.70176492854104555,8.747522559218746,6.1920535591071113,1.4133856324170038,1.4053238907839962
7,0.81361458786140528,8.6365605502597926,6.2061169462479704,1.4085109137421408,1.4066077470370457
8,0.92417650848344546,8.5267686182917419,6.2191426886973371,1.403976344076975,1.4086056928878563
9,1.0335141783919826,8.4180946379976493,6.231171490302958,1.3997848424837194,1.4108508100023551
10,1.1416904996493646,8.3104864840605721,6.2422440549125957,1.395940656375446,1.4136728865747736
11,1.2487677739727294,8.2038920311635604,6.2524010863739949,1.3924490251427109,1.4166788334786347
12,1.3548076910652602,8.0982591539896678,6.2616832885349121,1.3893157284821023,1.4193669548599237
13,1.4598713199481472,7.9935357272219498,6.2701313652430999,1.3867450112942006,1.4222055531600688
14,1.5640191035185886,7.8896696255434602,6.2777860203463147,1.3842768361057418,1.4244548710309515
15,1.6673108565332861,7.7866087236372508,6.2846879576923032,1.3822979772105199,1.4263137621266626
16,1.7698057671867804,7.684300896186377,6.2908778811288251,1.3805939484383267,1.4277610866886383
17,1.8715624024200128,7.58269401787389,6.296396494503627,1.3791488480061633,1.4284444470620075
18,1.9726387170571285,7.4817359633828451,6.3012845016644672,1.3779466996506939,1.4285841584516037
19,2.0730920668284738,7.3813746073962969,6.3055826064590974,1.3769711776056799,1.4281355275721244
20,2.1729792252954652,7.2815578245972992,6.3093315127352705,1.3762053552130564,1.4272136500831563
21,2.2723564046493849,7.1822334896689028,6.3125719243407392,1.3756544635217598,1.4258560047872282
22,2.3712792803118488,7.0833494772941634,6.3153445451232573,1.3752091430561824,1.4238776341188677
23,2.469803019220532,6.9848536621561328,6.3176900789305757,1.3749126589823664,1.4216984155937842
24,2.5679823116403795,6.8866939189378691,6.3196492296104516,1.3747109500305665,1.419204125918039
25,2.6658714062989137,6.7888181223224224,6.3212627010106353,1.374540760988529,1.4160934549565618
26,2.7635241486048079,6.6911741469928483,6.322571196978882,1.3744228456275553,1.4130365539198282
27,2.8609940216726191,6.5937098676321977,6.3236154213629421,1.3743083788762023,1.4094044443126836
28,2.9583341898436784,6.4963731589235261,6.32443607801057,1.3741654978800835,1.4059666382635765
29,3.0555975443644821,6.399111895549888,6.3250738707695193,1.3739620475119723,1.4020028910712568
30,3.1528367508596444,6.3018739521943354,6.325569503487543,1.3736655442117214,1.3979527271412879
