index,s,x_center,y_center,width_left,width_right
0,0,-1.6216120300434684,-0.51590152739062023,1.9875931773998776,1.9620904968812642
1,0.36078829439170629,-1.2637196063383445,-0.47028128599988911,1.9862784715080026,1.9461211905683684
2,0.6829932296550183,-0.94340966235566903,-0.43538773224206062,1.9866720714829227,1.9276019535981381
3,0.97493638749216527,-0.65271687712961213,-0.40839677032065247,1.988179248193235,1.91075077485186
4,1.2448682076947373,-0.38367592969434328,-0.38648430443918219,1.9896980980052674,1.8936490685393541
5,1.500978193398038,-0.12832149908403165,-0.36682623880116694,1.9897508166502191,1.8733819449594837
6,1.7514296142667205,0.1213117356671532,-0.34659847761012458,1.9868740045866868,1.8601634142789252
7,2.0032194849796268,0.37205889486454113,-0.32370740624896321,1.9801732079086978,1.8484577976879604
8,2.2584387906794685,0.62608688157329906,-0.2990766131110158,1.969181521445762,1.8410161740530022
9,2.5178847826851998,0.88435749708509981,-0.27440857851169043,1.9561496824208093,1.835714146986998
10,2.7821090635457462,1.1475540400221669,-0.25112660303172846,1.9419628273749752,1.8316900969755887
11,3.0506196829348706,1.4151908692536985,-0.22948219581823989,1.9280167878925856,1.8266347976757613
12,3.3226453700265708,1.6864757044787575,-0.20941947878828229,1.9142958845363678,1.8219627522094006
13,3.5974119316159356,1.9606162641893214,-0.19088257264888447,1.9003226517890108,1.8177635311650835
14,3.8741427262899468,2.2368202668773689,-0.17381559810707536,1.8872206273087426,1.8133782238546134
15,4.1520590458877713,2.5142954310348777,-0.15816267586988367,1.8740861264936466,1.8100943159101637
16,4.4303804257663222,2.7922494751538283,-0.14386792664433842,1.861600909239796,1.8073862491086963
17,4.7083248991923936,3.0698901177261972,-0.13087547113746845,1.8503367505256585,1.80522915782856
18,4.9851092074841983,3.3464250772439628,-0.11912943005630258,1.8398572109098867,1.8031165441275034
19,5.2600917511601297,3.6212047946864749,-0.10856978002902488,1.8301417054268299,1.8015262385712341
20,5.5332588369490896,3.8942083207662552,-0.099118245421369849,1.8211956933656686,1.8002137559174809
21,5.8047690337590945,4.1655877182691441,-0.090691527034207353,1.813320940600424,1.7990732404523953
22,6.0747801423453662,4.4354950551798717,-0.083206325517452842,1.8061449165579231,1.798014282869298
23,6.3434492295824105,4.704082399483168,-0.076579341521021652,1.7996531088462278,1.7969603237542848
24,6.6109326733630276,4.9715018191637599,-0.070727275694829131,1.7940553234048835,1.7958470831738114
25,6.8773862126810545,5.2379053822063764,-0.06556682868879074,1.7888444806979475,1.7946210372354972
26,7.1429650025869176,5.503445156595749,-0.061014701152821801,1.7844197425315114,1.79323795607922
27,7.4078236736394567,5.7682732103166066,-0.056987593736837774,1.7806819077082483,1.7916615128283622
28,7.6721163954160732,6.0325416113536772,-0.053402207090754009,1.7772563950287277,1.7898619692883173
29,7.9359969435872744,6.2964024276916888,-0.050175241864485846,1.7744146604574211,1.7878149414275415
30,8.1996187700123873,6.5600077273153721,-0.047223398707948734,1.7718441391138002,1.7857932324951067
31,8.4631350752715129,6.8235095782094568,-0.044463378271058021,1.7697215388848468,1.7829467685560239
32,8.7266988830156134,7.0870600483586701,-0.041811881203729126,1.7678892439030995,1.7797750396325609
33,8.9904631154926449,7.3508112057477435,-0.039185608155877419,1.7663498978040564,1.7762665814002514
34,9.2545806695932047,7.6149151183614059,-0.036501259777418263,1.7649125214181174,1.7724186701992959
35,9.5192044927547652,7.8795238541843826,-0.033675536718267084,1.7636268100051427,1.7688591433619973
36,9.7844876580690041,8.144789481201407,-0.030625139628339224,1.7622622879765357,1.764315904890867
37,10.050558379089741,8.4108391829899212,-0.027280776798424472,1.7608848855042092,1.7598318723680089
38,10.317423436316592,8.6776794191175703,-0.023641113073575512,1.7593501916209671,1.7555030762097541
39,10.585052754854322,8.9452800904051077,-0.019725392523074221,1.757806589358895,1.7519080797398299
40,10.853416193407758,9.2136110896499144,-0.015552863732625275,1.7561313406940007,1.7475685606247859
41,11.122483557118938,9.4826423096493677,-0.01114277528793335,1.7544812783485222,1.7435690589786836
42,11.392224602200146,9.7523436432008506,-0.0065143757747030632,1.7527167916130519,1.7406444768654663
43,11.662609040451924,10.022684983101737,-0.0016869137786391121,1.7509400504773909,1.7369072686638185
44,11.933606543675364,10.293636222149406,0.0033203621145538238,1.7492341864484982,1.7336956848769276
45,12.205186747987474,10.565167253141245,0.0084882033191711441,1.7474530841875819,1.7310840249740216
46,12.477319258048139,10.837247968874626,0.013797361249508117,1.745699586395175,1.7290073131255754
47,12.749973651206901,11.109848262146929,0.019228587319860133,1.7439886616022802,1.7270463907492726
48,13.023119481577387,11.382938025755539,0.024762632944522481,1.7422530799855949,1.7258688048735651
