t,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref
0,1.3563000000000001,0.63049999999999995,1.6379999999999999,-0.21420998497961641,-0.0010099992847434347,-0.21625998140333058
0.10000000000000001,1.3348790015020384,0.63039900007152561,1.6163740018596668,-0.23265855345466546,-0.01552477397729124,-0.24516350825012356
0.20000000000000001,1.309768289309067,0.6273950452045417,1.5889672983499752,-0.27939509179879635,-0.035495012398857322,-0.30787009840342988
0.30000000000000004,1.2789999831422791,0.62329999759175414,1.5547999821789809,-0.31234130826242712,-0.031475221254332331,-0.35483631531995963
0.40000000000000002,1.2473000276565815,0.62110000095367524,1.5180000352859833,-0.30528798675174446,-0.017923714546368989,-0.35825406804844145
0.5,1.2179423857919303,0.61971525468248034,1.4831491685692926,-0.29200026832818293,0.00050000968109864519,-0.35150033537414183
0.60000000000000009,1.1888999739909449,0.62120000288989496,1.4476999682111549,-0.27471186286423743,0.022423717145396142,-0.33074577439049835
0.70000000000000007,1.1630000132190828,0.62419999811155957,1.4170000136911929,-0.2454999176384865,0.034999997471465434,-0.28449989589209973
0.80000000000000004,1.1397999904632476,0.62820000238418805,1.3907999890327349,-0.21899996595951549,0.041499990368697455,-0.24899994924656116
0.90000000000000002,1.1192000200271797,0.63249999618529906,1.3672000238418807,-0.19549995231623823,0.047999988079059933,-0.23049994516367472
1,1.1007,0.63780000000000003,1.3447,-0.15803475147436291,0.054514869647132015,-0.20057437207753986
1.1000000000000001,1.0875930697323071,0.64340297011472547,1.3270851494263727,-0.081500004768375531,0.037000002384187623,-0.11300000953675217
1.2000000000000002,1.0843999990463249,0.64520000047683757,1.3220999980926496,0.035534691869661968,-0.0025148601103797135,0.055574317241214879
1.3,1.0947000081062395,0.64289999809264953,1.3382000128746157,0.15199989509572467,-0.039499973773931003,0.23899983310683554
1.4000000000000001,1.1147999780654698,0.63730000572205137,1.3698999647140166,0.22399995946880252,-0.053499990463247729,0.33099993562692226
1.5,1.1395,0.63219999999999998,1.4044000000000001,0.26650025749231038,-0.041000033378633123,0.35750036239658561
1.6000000000000001,1.1681000295639319,0.62909999904632474,1.4414000371933338,0.29416846304558181,-0.022995045204541299,0.37669323702287338
1.7000000000000002,1.1983336926091164,0.62760099095909172,1.4797386474045748,0.31014333926782439,-0.013009890892830004,0.38618783159624093
1.8,1.2301286974174968,0.62649802086775874,1.5186376035125819,0.30447159369809468,-0.016014958848578623,0.38648683593328081
1.9000000000000001,1.2592280113487353,0.624397999189376,1.557036014591231,0.27285651291251606,-0.02049010433879395,0.3653119824370899
2,1.2847,0.62239999999999995,1.5916999999999999,0.2374649357461312,-0.014499995231623267,0.32144991774551218
2.1000000000000001,1.3067209984979615,0.62149800014305134,1.6213259981403334,0.20959007939346222,-0.0080100088214957108,0.26511009703645483
2.2000000000000002,1.3266180158786924,0.62079799823570081,1.6447220194072909,0.19539505280976571,-0.010490005483633205,0.21787005459790601
2.3000000000000003,1.3458000090599147,0.6193999990463247,1.6649000090599146,0.18490983954414381,-0.010989986410127595,0.1868898219011515
2.4000000000000004,1.3635999837875212,0.61860000095367529,1.6820999837875212,0.17099995470042617,-0.0044999952316232611,0.16149995470042722
2.5,1.3799999999999999,0.61850000000000005,1.6972,0.15000016689316406,0.0065000047683760973,0.14700015735641189
2.6000000000000001,1.393600017166154,0.61990000190735051,1.7115000152588036,0.13699997138974396,0.021499988079059486,0.15299996423717918
2.7000000000000002,1.4073999942779487,0.62279999761581195,1.7277999928474359,0.12299993102695017,0.035999995279739037,0.15599995260493146
2.8000000000000003,1.4182000033715441,0.62710000096329832,1.7427000057797899,0.094499999999999501,0.043999992847436012,0.13699997854230694
2.9000000000000004,1.4262999942779486,0.63159999618529916,1.7551999885558973,0.048485146732288938,0.045514831593498402,0.094490080161057213
3,1.4278970327180018,0.63620296728199799,1.7615980218120013,-0.023000009921676532,0.035000023889995617,-0.0040000053938782417
3.1000000000000001,1.4216999922936133,0.63860000096329828,1.7543999874771217,-0.098065234161975795,0.0064751547685137851,-0.12611521932870506
3.2000000000000002,1.4082839858856067,0.63749799823570075,1.7363749779462603,-0.15900001444947506,-0.021500016857720607,-0.2130000024082466
3.3000000000000003,1.3898999894037183,0.63429999759175415,1.7117999869954723,-0.20704252771703383,-0.035019414767863938,-0.25200729588342163
3.4000000000000004,1.3668754803421999,0.63049411528212795,1.6859735187695759,-0.23264479836446669,-0.036024962328749015,-0.25615477607122716
3.5,1.343371029730825,0.62709500512600436,1.6605690317812269,-0.24249739312792207,-0.025965576768268196,-0.26500758383429057
3.6000000000000001,1.3183760017166155,0.62530099992847432,1.6329720020027179,-0.24435509381779941,-0.0069750256300216079,-0.26984509691724479
3.7000000000000002,1.2945000109672651,0.62570000000000003,1.6066000123977779,-0.23800494003767136,0.00099500035762811658,-0.26698993872636723
3.8000000000000003,1.2707750137090812,0.62549999999999994,1.5795740142574444,-0.24411396083920489,-0.0060049524349076126,-0.2666238728615864
3.9000000000000004,1.2456772187994241,0.62449900951301851,1.5532752378254606,-0.24649870529532303,-0.0054950545300031031,-0.26551348991712664
4,1.2214752726500167,0.62440098909399933,1.5264713162740191,-0.24738621440941277,0.0010049572513992624,-0.28687633362205339
4.1000000000000005,1.1961999759175415,0.62470000096329836,1.4958999711010499,-0.24298646028653703,0.0034900501192552916,-0.3045017092817856
4.2000000000000002,1.1728779805927092,0.62509899911785038,1.4655709744176619,-0.22158894053856037,-0.0085197961389033312,-0.29413839476213116
4.2999999999999998,1.1518821878098295,0.6229960417355177,1.4370722921486239,-0.19497493741506428,-0.020994995589251868,-0.27697492072574637
4.4000000000000004,1.1338829931096963,0.62090000000000001,1.4101759902725126,-0.16879165342860367,-0.010980208677588411,-0.25487060375024995
4.5,1.1181238571241088,0.62080000000000002,1.3860981713985738,-0.14245996232982824,0.0055049996423717166,-0.22944994635576846
4.6000000000000005,1.1053910006437306,0.62200099992847435,1.3642860010013589,-0.088624240416001948,0.013514864386375268,-0.13898094740195199
4.7000000000000002,1.1003990090409084,0.62350297287727507,1.3583019819181834,-0.0054104727432269187,0.0064900525270250526,0.019159055944059072
4.8000000000000007,1.1043089060950853,0.62329901043387936,1.3681178121901707,0.077569336449259049,-0.005014864386375102,0.16562380615159453
4.9000000000000004,1.1159128763307602,0.62250000000000005,1.3914267431485023,0.13804537725649541,-0.0054900572954014373,0.26757576989100401
5,1.1319179815463842,0.62220099897479908,1.4216329661683713,0.16005105215624094,-0.0029900102520097442,0.30206223019869077
