index,t,x,y,z,vx,vy,vz,ax,ay,az
0,0,5,0,1,-0,0,0,-0,0.00098663578586421921,0
1,0.040000000000000001,4.9999999999997504,1.5786172573826457e-06,1,-1.2460162226532981e-11,3.9465431434560897e-05,0,-1.0896495127241069e-09,0.0024646425643117665,0
2,0.080000000000000002,4.9999999999910401,9.4654734631606197e-06,1,-3.7326414061950958e-10,0.00019717140514359887,0,-1.9890194783585498e-08,0.0063995119891036255,0
3,0.12,4.9999999999006324,3.1522529085197502e-05,1,-3.476470887094558e-09,0.00055142639052740375,0,-1.3824865640258569e-07,0.012282397033160067,0
4,0.16,4.9999999993804254,7.8713055792972486e-05,1,-1.8572552815335227e-08,0.0011797631674138557,0,-5.9463855424206802e-07,0.020090080616567019,0
5,0.20000000000000001,4.9999999972755731,0.00016505836936988203,1,-7.1260083435741502e-08,0.0021586328373907155,0,-1.9154146665383525e-06,0.029791749266156919,0
6,0.23999999999999999,4.9999999905393011,0.00030758249368703443,1,-2.1918962926386614e-07,0.003563103097362959,0,-5.0827935809315794e-06,0.041349114473682821,0
7,0.28000000000000003,4.9999999723066226,0.00052624497357715806,1,-5.7535016613099734e-07,0.0054665619539000709,0,-1.1735523840394887e-05,0.05471656314415009,0
8,0.32000000000000001,4.9999999287896726,0.00084386210040428647,1,-1.3401253491445039e-06,0.0079404280217804518,0,-2.4397374286062115e-05,0.069841336121854697,0
9,0.35999999999999999,4.9999998346160499,0.0012860168582760265,1,-2.8430927186431885e-06,0.011053868501586439,0,-4.6727822017847259e-05,0.086663733422781386,0
10,0.40000000000000002,4.9999996461996599,0.0018809579405938894,1,-5.5952972963697739e-06,0.014873525866785756,0,-8.3788676015836535e-05,0.10511734438239446,0
11,0.44,4.9999992927119878,0.0026594882252927838,1,-1.0352466400676477e-05,0.019463254208171264,0,-0.00014231984094852031,0.12512930045439358,0
12,0.47999999999999998,4.9999986642112759,0.0036548431319120343,1,-1.8189349705399558e-05,0.02488386608095455,0,-0.00023101701815327844,0.1466205478813179,0
13,0.52000000000000002,4.9999975964883294,0.0049025593137377128,1,-3.0585072754684736e-05,0.031192890575993667,0,-0.00036080386519724114,0.169506136920094,0
14,0.56000000000000005,4.9999958522009855,0.0064403341628027772,1,-4.9519088759188955e-05,0.038444343191204586,0,-0.00054509099752234817,0.19369552376784294,0
15,0.59999999999999998,4.9999930978947811,0.0083078766236823198,1,-7.7577008140476851e-05,0.046688507912811698,0,-0.00080001421877093002,0.21909288082278863,0
16,0.64000000000000001,4.9999888765449523,0.010546749822986829,1,-0.00011806528363468104,0.055971731730560845,0,-0.0011446445113521206,0.24559741046236538,0
