t,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref
0,0.15540000000000001,-1.1425000000000001,1.3593,-0.11499982660212432,-0.022999913301062769,0.10299986995159216
0.10000000000000001,0.14390001733978758,-1.1447999913301063,1.3695999869951592,-0.11299996387544253,-0.032999949425619457,0.10199997110035386
0.20000000000000001,0.1328000072249115,-1.149099989885124,1.3796999942200707,-0.097000058650413959,-0.036000015300944314,0.10599995283010809
0.30000000000000004,0.12450000560970478,-1.1519999943902952,1.3907999775611808,-0.072970625184866078,-0.010029461514071691,0.096455912490109874
0.40000000000000002,0.11820588218793829,-1.1511058821879383,1.3989911767180927,-0.049029478998667705,0.030955795526260717,0.07298538671902445
0.5,0.11469410980997125,-1.1458088352850431,1.4053970549049857,-0.030529367590222459,0.057529367590223292,0.052544094734802128
0.60000000000000009,0.11210000866989379,-1.1396000086698936,1.4094999956650531,-0.025970527375121781,0.052544169200303671,0.040514718250159718
0.70000000000000007,0.10950000433494689,-1.1353000014449823,1.4134999985550176,-0.024500014451910794,0.038000014451911042,0.056999934982060477
0.80000000000000004,0.10720000577951164,-1.1320000057795114,1.4208999826614652,-0.028000007224911409,0.025500007224911199,0.088999934975797515
0.90000000000000002,0.10390000288996461,-1.1302000000000001,1.4312999855501771,-0.036470577947414422,0.016514754372628507,0.099455910267458619
1,0.099905890190028754,-1.1286970549049857,1.4407911647149569,-0.035545488042771481,0.0015000000000009446,0.083939440791849201
1.1000000000000001,0.096790905281410308,-1.1298999999999999,1.448087873708547,-0.031999985975738096,-0.02598526050066494,0.048029443938012409
1.2000000000000002,0.093505892994881129,-1.1338941070051187,1.4503970535025594,-0.037925089481169745,-0.047970563074118969,0.011545912994324061
1.3,0.089205887385176361,-1.1394941126148237,1.4503970563074118,-0.04500005403471425,-0.031044170444252124,0.0020000270173581307
1.4000000000000001,0.08450588218793828,-1.1401029410939691,1.4507970589060311,-0.048014264611742644,0.0094553907599792559,0.014999546148801727
1.5,0.079603034462827835,-1.1376030344628278,1.4533969655371721,-0.03351425307537529,0.02799954760552948,0.019499547605529303
1.6000000000000001,0.077803031572863224,-1.1345030315728633,1.4546969684271369,-0.012015172314139139,0.041484815429295684,0.015499993871717063
1.7000000000000002,0.077200000000000005,-1.1293060713769687,1.4564969643115155,-0.0080004394013752384,0.061471002475492767,0.024000439401374869
1.8,0.076202943692588176,-1.1222088310777647,1.4594970563074119,-0.0064852945301543275,0.081486240475306962,0.025000472972577244
1.9000000000000001,0.07590294109396914,-1.1130088232819073,1.461497058906031,0.0024701092229199866,0.093498638446406504,0.0040298907770797152
2,0.076696965537172174,-1.1035091033884834,1.4603030344628278,0.014000452394470484,0.094483484952271352,-0.01845497880152314
2.1000000000000001,0.078703031572863236,-1.094112126291453,1.4578060631457264,0.014015172314139126,0.090499981615152963,-0.02399999387171723
2.2000000000000002,0.079500000000000001,-1.0854091070654528,1.4555030356884844,0.011484842135683824,0.085015136189582272,-0.023015150639403827
2.3000000000000003,0.081000000000000003,-1.0771090990535366,1.4532030330178456,0.0094545480817861179,0.082500083409050504,-0.01154547972123109
2.4000000000000004,0.081390909616357227,-1.0689090903836427,1.4531939397442382,0.00052941795231416309,0.073486659363054638,0.0049848349107717363
2.5,0.081105883590462835,-1.0624117671809257,1.4541999999999999,-0.0069212015030688341,0.063578798496930572,0.011513627989450119
2.6000000000000001,0.080006669315743462,-1.0561933306842566,1.4554966653421282,-0.0088823034442152889,0.071882298494909611,0.0080294229016197802
2.7000000000000002,0.079329422901619775,-1.0480353074819437,1.4558058845803239,-0.0070039356390259122,0.092378420602208161,0.0050166732893586153
